PartidaID,TorneioID,Jogo,Tipo_Partida,Lado_A_ID,Lado_B_ID,Score_A,Score_B,Vencedor_ID
P-0284,T-002,Volei,Equipe,6FAA-365B,3EAB-7C6D,3,2,6FAA-365B
P-0285,T-002,Volei,Equipe,788E-6633,29AF-A8E4,0,3,29AF-A8E4
P-0286,T-002,Volei,Equipe,6FAA-365B,29AF-A8E4,0,3,29AF-A8E4
P-0287,T-002,Volei,Equipe,66F6-9AD1,B408-E68A,2,3,B408-E68A
P-0288,T-002,Volei,Equipe,CE84-8264,EE85-9FE4,1,3,EE85-9FE4
P-0289,T-002,Tênis,Dupla,DEF4-6E97,EE85-9FE4,1,2,EE85-9FE4
P-0290,T-002,Tênis,Dupla,C2B6-02FE,29AF-A8E4,1,2,29AF-A8E4
P-0291,T-002,Tênis,Dupla,6FAA-365B,DEF4-6E97,2,0,6FAA-365B
P-0292,T-002,Tênis,Dupla,CE84-8264,C2B6-02FE,0,2,C2B6-02FE
P-0293,T-002,Tênis,Dupla,66F6-9AD1,0108-602F,2,1,66F6-9AD1
P-0294,T-002,Tênis,Dupla,4552-9326,B408-E68A,0,2,B408-E68A
P-0295,T-002,Tênis,Dupla,66F6-9AD1,0108-602F,2,1,66F6-9AD1
P-0296,T-002,Tênis,Dupla,4552-9326,DEF4-6E97,2,1,4552-9326
P-0297,T-002,Tênis,Dupla,29AF-A8E4,B408-E68A,2,1,29AF-A8E4
P-0298,T-002,Tênis,Dupla,3EAB-7C6D,B408-E68A,0,2,B408-E68A
P-0299,T-002,Tênis,Dupla,56CE-16D6,66F6-9AD1,2,1,56CE-16D6
P-0300,T-002,Tênis,Dupla,CE84-8264,56CE-16D6,2,1,CE84-8264
P-0301,T-002,Tênis,Dupla,F201-9A2F,3EAB-7C6D,1,2,3EAB-7C6D
P-0302,T-002,Tênis,Dupla,EE85-9FE4,CE84-8264,0,2,CE84-8264
P-0303,T-002,Tênis,Dupla,F201-9A2F,EE85-9FE4,1,2,EE85-9FE4
P-0304,T-002,Tênis,Dupla,29AF-A8E4,B408-E68A,2,0,29AF-A8E4
P-0305,T-002,Tênis,Dupla,3EAB-7C6D,0108-602F,1,2,0108-602F
P-0306,T-002,Tênis,Dupla,788E-6633,29AF-A8E4,1,2,29AF-A8E4
P-0307,T-002,Tênis,Dupla,C2B6-02FE,788E-6633,2,0,C2B6-02FE
P-0308,T-002,Tênis,Dupla,B408-E68A,0108-602F,1,2,0108-602F
P-0309,T-002,Tênis,Dupla,788E-6633,CE84-8264,2,1,788E-6633
P-0310,T-002,Tênis,Dupla,4552-9326,56CE-16D6,2,1,4552-9326
P-0311,T-002,Tênis,Dupla,4552-9326,788E-6633,1,2,788E-6633
P-0312,T-002,Tênis,Dupla,29AF-A8E4,6FAA-365B,2,0,29AF-A8E4
P-0313,T-002,Tênis,Dupla,138E-AE58,B408-E68A,2,0,138E-AE58
P-0314,T-002,Tênis,Dupla,6FAA-365B,29AF-A8E4,0,2,29AF-A8E4
P-0315,T-002,Tênis,Dupla,6FAA-365B,F201-9A2F,2,1,6FAA-365B
P-0316,T-002,Tênis,Dupla,66F6-9AD1,EE85-9FE4,1,2,EE85-9FE4
P-0317,T-002,Tênis,Dupla,EE85-9FE4,F201-9A2F,1,2,F201-9A2F
P-0318,T-002,Tênis,Dupla,66F6-9AD1,CE84-8264,2,1,66F6-9AD1
P-0319,T-003,Volei,Equipe,0108-602F,EE85-9FE4,2,3,EE85-9FE4
P-0320,T-003,Volei,Equipe,DEF4-6E97,C2B6-02FE,1,3,C2B6-02FE
P-0321,T-003,Volei,Equipe,B408-E68A,56CE-16D6,3,1,B408-E68A
P-0322,T-003,Volei,Equipe,29AF-A8E4,C2B6-02FE,0,3,C2B6-02FE
P-0323,T-003,Volei,Equipe,B408-E68A,3EAB-7C6D,2,3,3EAB-7C6D
P-0324,T-003,Volei,Equipe,4552-9326,B408-E68A,0,3,B408-E68A
P-0325,T-003,Volei,Equipe,DEF4-6E97,0108-602F,3,1,DEF4-6E97
P-0326,T-003,Volei,Equipe,3EAB-7C6D,4552-9326,2,3,4552-9326
P-0327,T-003,Volei,Equipe,DEF4-6E97,C2B6-02FE,0,3,C2B6-02FE
P-0328,T-003,Volei,Equipe,3EAB-7C6D,6FAA-365B,0,3,6FAA-365B
P-0329,T-003,Volei,Equipe,4552-9326,C2B6-02FE,3,2,4552-9326
P-0330,T-003,Volei,Equipe,EE85-9FE4,B408-E68A,1,3,B408-E68A
P-0331,T-003,Volei,Equipe,F201-9A2F,66F6-9AD1,3,1,F201-9A2F
P-0332,T-003,Volei,Equipe,56CE-16D6,4552-9326,3,2,56CE-16D6
P-0333,T-003,Volei,Equipe,DEF4-6E97,0108-602F,0,3,0108-602F
P-0334,T-003,Volei,Equipe,CE84-8264,788E-6633,3,2,CE84-8264
P-0335,T-003,Volei,Equipe,4552-9326,138E-AE58,1,3,138E-AE58
P-0336,T-003,Volei,Equipe,6FAA-365B,788E-6633,3,2,6FAA-365B
P-0337,T-003,Volei,Equipe,6FAA-365B,29AF-A8E4,3,0,6FAA-365B
P-0338,T-003,Volei,Equipe,B408-E68A,C2B6-02FE,3,1,B408-E68A
P-0339,T-003,Volei,Equipe,C2B6-02FE,DEF4-6E97,1,3,DEF4-6E97
P-0340,T-003,Volei,Equipe,B408-E68A,DEF4-6E97,3,0,B408-E68A
P-0341,T-003,Volei,Equipe,CE84-8264,3EAB-7C6D,2,3,3EAB-7C6D
P-0342,T-003,Volei,Equipe,CE84-8264,F201-9A2F,0,3,F201-9A2F
P-0343,T-003,Volei,Equipe,EE85-9FE4,3EAB-7C6D,0,3,3EAB-7C6D
P-0344,T-003,Volei,Equipe,56CE-16D6,C2B6-02FE,1,3,C2B6-02FE
P-0345,T-003,Volei,Equipe,29AF-A8E4,0108-602F,1,3,0108-602F
P-0346,T-003,Volei,Equipe,DEF4-6E97,CE84-8264,0,3,CE84-8264
P-0347,T-003,Volei,Equipe,DEF4-6E97,0108-602F,3,1,DEF4-6E97
P-0348,T-003,Volei,Equipe,138E-AE58,C2B6-02FE,3,0,138E-AE58
P-0349,T-003,Street Fighter,Individual,4FAD-811C-F33C,F330-8EE7-04D3,2,1,4FAD-811C-F33C
P-0350,T-003,Street Fighter,Individual,FC47-0E10-3879,5946-7E1A-A627,2,0,FC47-0E10-3879
P-0351,T-003,Street Fighter,Individual,1D36-EEED-C2A4,FC47-0E10-3879,2,0,1D36-EEED-C2A4
P-0352,T-003,Street Fighter,Individual,D5F3-D96F-8472,1B52-79CA-5552,2,0,D5F3-D96F-8472
P-0353,T-003,Street Fighter,Individual,2CE4-93C5-3DD2,1B52-79CA-5552,0,2,1B52-79CA-5552
P-0354,T-003,Street Fighter,Individual,6432-FE88-5C8E,2A0D-4DFD-6924,0,2,2A0D-4DFD-6924
P-0355,T-003,Street Fighter,Individual,D122-F09F-2E21,6432-FE88-5C8E,1,2,6432-FE88-5C8E
P-0356,T-003,Street Fighter,Individual,1B82-841A-999F,E793-31D0-0655,0,2,E793-31D0-0655
P-0357,T-003,Street Fighter,Individual,48FB-FDD9-ACDB,100F-A893-FE6B,2,1,48FB-FDD9-ACDB
P-0358,T-003,Street Fighter,Individual,84B9-7C81-A0A8,FE45-3C20-4A77,2,0,84B9-7C81-A0A8
P-0359,T-003,Street Fighter,Individual,100F-A893-FE6B,E541-EF0D-8204,1,2,E541-EF0D-8204
P-0360,T-003,Street Fighter,Individual,1253-BF8A-5B80,BA75-6D20-B987,2,0,1253-BF8A-5B80
P-0361,T-003,Street Fighter,Individual,FC47-0E10-3879,1253-BF8A-5B80,2,1,FC47-0E10-3879
P-0362,T-003,Street Fighter,Individual,5946-7E1A-A627,FEC8-D4A3-7A1D,1,2,FEC8-D4A3-7A1D
P-0363,T-003,Street Fighter,Individual,30EF-471D-158C,4584-130E-EC8A,0,2,4584-130E-EC8A
P-0364,T-003,Street Fighter,Individual,2CE4-93C5-3DD2,B23E-3698-FB5C,0,2,B23E-3698-FB5C
P-0365,T-003,Street Fighter,Individual,31C6-0A25-5B67,4584-130E-EC8A,2,1,31C6-0A25-5B67
P-0366,T-003,Street Fighter,Individual,2742-B2C0-0B51,84B9-7C81-A0A8,1,2,84B9-7C81-A0A8
P-0367,T-003,Street Fighter,Individual,E793-31D0-0655,1D36-EEED-C2A4,0,2,1D36-EEED-C2A4
P-0368,T-003,Street Fighter,Individual,6283-12E1-B26E,CA70-EDCF-B6F9,0,2,CA70-EDCF-B6F9
P-0369,T-003,Street Fighter,Individual,4584-130E-EC8A,E42C-92FD-D243,0,2,E42C-92FD-D243
P-0370,T-003,Street Fighter,Individual,CA70-EDCF-B6F9,1B52-79CA-5552,1,2,1B52-79CA-5552
P-0371,T-003,Street Fighter,Individual,1D36-EEED-C2A4,6C47-7D1C-4074,0,2,6C47-7D1C-4074
P-0372,T-003,Street Fighter,Individual,42ED-A79C-FFE6,1253-BF8A-5B80,1,2,1253-BF8A-5B80
P-0373,T-003,Street Fighter,Individual,2CE4-93C5-3DD2,D5F3-D96F-8472,1,2,D5F3-D96F-8472
P-0374,T-003,Street Fighter,Individual,BA75-6D20-B987,1D36-EEED-C2A4,0,2,1D36-EEED-C2A4
P-0375,T-003,Street Fighter,Individual,4202-1D71-45D3,5946-7E1A-A627,2,1,4202-1D71-45D3
P-0376,T-003,Street Fighter,Individual,F330-8EE7-04D3,4584-130E-EC8A,0,2,4584-130E-EC8A
P-0377,T-003,Street Fighter,Individual,356F-71D0-67FE,D5F3-D96F-8472,2,1,356F-71D0-67FE
P-0378,T-003,Street Fighter,Individual,F57F-5CFD-B75C,E793-31D0-0655,2,1,F57F-5CFD-B75C
P-0379,T-003,Tênis,Dupla,29AF-A8E4,788E-6633,2,0,29AF-A8E4
P-0380,T-003,Tênis,Dupla,138E-AE58,29AF-A8E4,2,1,138E-AE58
P-0381,T-003,Tênis,Dupla,B408-E68A,138E-AE58,1,2,138E-AE58
P-0382,T-003,Tênis,Dupla,0108-602F,DEF4-6E97,2,0,0108-602F
P-0383,T-003,Tênis,Dupla,CE84-8264,3EAB-7C6D,2,0,CE84-8264
P-0384,T-003,Tênis,Dupla,B408-E68A,CE84-8264,0,2,CE84-8264
P-0385,T-003,Tênis,Dupla,66F6-9AD1,6FAA-365B,0,2,6FAA-365B
P-0386,T-003,Tênis,Dupla,3EAB-7C6D,66F6-9AD1,0,2,66F6-9AD1
P-0387,T-003,Tênis,Dupla,3EAB-7C6D,4552-9326,2,0,3EAB-7C6D
P-0388,T-003,Tênis,Dupla,788E-6633,DEF4-6E97,2,1,788E-6633
P-0389,T-003,Tênis,Dupla,4552-9326,3EAB-7C6D,2,0,4552-9326
P-0390,T-003,Tênis,Dupla,0108-602F,29AF-A8E4,0,2,29AF-A8E4
P-0391,T-003,Tênis,Dupla,DEF4-6E97,6FAA-365B,2,0,DEF4-6E97
P-0392,T-003,Tênis,Dupla,C2B6-02FE,788E-6633,2,0,C2B6-02FE
P-0393,T-003,Tênis,Dupla,56CE-16D6,DEF4-6E97,2,0,56CE-16D6
P-0394,T-003,Tênis,Dupla,4552-9326,788E-6633,2,0,4552-9326
P-0395,T-003,Tênis,Dupla,F201-9A2F,788E-6633,2,0,F201-9A2F
P-0396,T-003,Tênis,Dupla,F201-9A2F,B408-E68A,2,1,F201-9A2F
P-0397,T-003,Tênis,Dupla,F201-9A2F,DEF4-6E97,2,0,F201-9A2F
P-0398,T-003,Tênis,Dupla,4552-9326,138E-AE58,2,0,4552-9326
P-0399,T-003,Tênis,Dupla,F201-9A2F,EE85-9FE4,1,2,EE85-9FE4
P-0400,T-003,Tênis,Dupla,56CE-16D6,3EAB-7C6D,2,0,56CE-16D6
P-0401,T-003,Tênis,Dupla,4552-9326,138E-AE58,2,1,4552-9326
P-0402,T-003,Tênis,Dupla,3EAB-7C6D,C2B6-02FE,1,2,C2B6-02FE
P-0403,T-003,Tênis,Dupla,F201-9A2F,4552-9326,0,2,4552-9326
P-0404,T-003,Tênis,Dupla,0108-602F,6FAA-365B,1,2,6FAA-365B
P-0405,T-003,Tênis,Dupla,C2B6-02FE,4552-9326,1,2,4552-9326
P-0406,T-003,Tênis,Dupla,138E-AE58,C2B6-02FE,2,0,138E-AE58
P-0407,T-003,Tênis,Dupla,0108-602F,F201-9A2F,0,2,F201-9A2F
P-0408,T-003,Tênis,Dupla,788E-6633,56CE-16D6,2,1,788E-6633
P-0409,T-003,Truco,Dupla,C2B6-02FE,F201-9A2F,2,0,C2B6-02FE
P-0410,T-003,Truco,Dupla,B408-E68A,C2B6-02FE,2,0,B408-E68A
P-0411,T-003,Truco,Dupla,4552-9326,B408-E68A,2,1,4552-9326
P-0412,T-003,Truco,Dupla,138E-AE58,F201-9A2F,2,1,138E-AE58
P-0413,T-003,Truco,Dupla,56CE-16D6,0108-602F,2,1,56CE-16D6
P-0414,T-003,Truco,Dupla,B408-E68A,29AF-A8E4,0,2,29AF-A8E4
P-0415,T-003,Truco,Dupla,0108-602F,56CE-16D6,0,2,56CE-16D6
P-0416,T-003,Truco,Dupla,3EAB-7C6D,EE85-9FE4,2,1,3EAB-7C6D
P-0417,T-003,Truco,Dupla,138E-AE58,6FAA-365B,1,2,6FAA-365B
P-0418,T-003,Truco,Dupla,0108-602F,B408-E68A,0,2,B408-E68A
P-0419,T-003,Truco,Dupla,138E-AE58,56CE-16D6,1,2,56CE-16D6
P-0420,T-003,Truco,Dupla,138E-AE58,C2B6-02FE,1,2,C2B6-02FE
P-0421,T-003,Truco,Dupla,C2B6-02FE,66F6-9AD1,2,1,C2B6-02FE
P-0422,T-003,Truco,Dupla,DEF4-6E97,29AF-A8E4,2,1,DEF4-6E97
P-0423,T-003,Truco,Dupla,EE85-9FE4,3EAB-7C6D,0,2,3EAB-7C6D
P-0424,T-003,Truco,Dupla,6FAA-365B,F201-9A2F,1,2,F201-9A2F
P-0425,T-003,Truco,Dupla,3EAB-7C6D,C2B6-02FE,1,2,C2B6-02FE
P-0426,T-003,Truco,Dupla,F201-9A2F,56CE-16D6,1,2,56CE-16D6
P-0427,T-003,Truco,Dupla,56CE-16D6,29AF-A8E4,2,1,56CE-16D6
P-0428,T-003,Truco,Dupla,DEF4-6E97,138E-AE58,0,2,138E-AE58
P-0429,T-003,Truco,Dupla,788E-6633,4552-9326,1,2,4552-9326
P-0430,T-003,Truco,Dupla,788E-6633,EE85-9FE4,1,2,EE85-9FE4
P-0431,T-003,Truco,Dupla,66F6-9AD1,F201-9A2F,0,2,F201-9A2F
P-0432,T-003,Truco,Dupla,4552-9326,B408-E68A,0,2,B408-E68A
P-0433,T-003,Truco,Dupla,4552-9326,3EAB-7C6D,2,1,4552-9326
P-0434,T-003,Truco,Dupla,56CE-16D6,CE84-8264,2,1,56CE-16D6
P-0435,T-003,Truco,Dupla,DEF4-6E97,4552-9326,1,2,4552-9326
P-0436,T-003,Truco,Dupla,4552-9326,66F6-9AD1,2,1,4552-9326
P-0437,T-003,Truco,Dupla,CE84-8264,6FAA-365B,0,2,6FAA-365B
P-0438,T-003,Truco,Dupla,0108-602F,B408-E68A,1,2,B408-E68A
P-0439,T-004,Xadrez,Individual,A812-6DF4-A234,6059-E8F6-1098,1,0,A812-6DF4-A234
P-0440,T-004,Xadrez,Individual,7B05-8450-7662,4DA7-50EE-BC39,1,0,7B05-8450-7662
P-0441,T-004,Xadrez,Individual,122C-B742-5D6C,F23F-2F15-E841,0,1,F23F-2F15-E841
P-0442,T-004,Xadrez,Individual,35BB-A759-DD15,BE12-255F-1C4A,1,0,35BB-A759-DD15
P-0443,T-004,Xadrez,Individual,122C-B742-5D6C,4940-4386-9FED,1,0,122C-B742-5D6C
P-0444,T-004,Xadrez,Individual,F23F-2F15-E841,190E-4A68-6C02,1,0,F23F-2F15-E841
P-0445,T-004,Xadrez,Individual,7345-E5C6-0C6A,FC71-A770-2D7D,0,1,FC71-A770-2D7D
P-0446,T-004,Xadrez,Individual,190E-4A68-6C02,635C-7C4B-824D,1,0,190E-4A68-6C02
P-0447,T-004,Xadrez,Individual,9A9F-0B22-8103,A4D5-2C44-5F62,0,1,A4D5-2C44-5F62
P-0448,T-004,Xadrez,Individual,A812-6DF4-A234,3ED8-52E7-7579,1,0,A812-6DF4-A234
P-0449,T-004,Xadrez,Individual,A7EB-1FDC-8DBF,4584-130E-EC8A,0,1,4584-130E-EC8A
P-0450,T-004,Xadrez,Individual,122C-B742-5D6C,E817-A538-C31C,0,1,E817-A538-C31C
P-0451,T-004,Xadrez,Individual,5A6F-D127-9B29,BE12-255F-1C4A,0,1,BE12-255F-1C4A
P-0452,T-004,Xadrez,Individual,4584-130E-EC8A,122C-B742-5D6C,1,0,4584-130E-EC8A
P-0453,T-004,Xadrez,Individual,4584-130E-EC8A,D5F3-D96F-8472,0,1,D5F3-D96F-8472
P-0454,T-004,Xadrez,Individual,CE57-4C92-540A,FAE7-3258-B902,0,1,FAE7-3258-B902
P-0455,T-004,Xadrez,Individual,7345-E5C6-0C6A,EAB6-E75E-8FD0,0,1,EAB6-E75E-8FD0
P-0456,T-004,Xadrez,Individual,4584-130E-EC8A,9A9F-0B22-8103,0,1,9A9F-0B22-8103
P-0457,T-004,Xadrez,Individual,FAE7-3258-B902,7B05-8450-7662,0,1,7B05-8450-7662
P-0458,T-004,Xadrez,Individual,EAB6-E75E-8FD0,D5F3-D96F-8472,0,1,D5F3-D96F-8472
P-0459,T-004,Valorant,Equipe,6FAA-365B,C2B6-02FE,1,13,C2B6-02FE
P-0460,T-004,Valorant,Equipe,56CE-16D6,CE84-8264,13,5,56CE-16D6
P-0461,T-004,Valorant,Equipe,4552-9326,F201-9A2F,13,2,4552-9326
P-0462,T-004,Valorant,Equipe,4552-9326,56CE-16D6,13,4,4552-9326
P-0463,T-004,Valorant,Equipe,29AF-A8E4,4552-9326,6,13,4552-9326
P-0464,T-004,Valorant,Equipe,29AF-A8E4,CE84-8264,13,7,29AF-A8E4
P-0465,T-004,Valorant,Equipe,DEF4-6E97,EE85-9FE4,13,8,DEF4-6E97
P-0466,T-004,Valorant,Equipe,EE85-9FE4,B408-E68A,13,7,EE85-9FE4
P-0467,T-004,Valorant,Equipe,3EAB-7C6D,EE85-9FE4,13,1,3EAB-7C6D
P-0468,T-004,Valorant,Equipe,29AF-A8E4,3EAB-7C6D,13,1,29AF-A8E4
P-0469,T-004,Valorant,Equipe,F201-9A2F,CE84-8264,13,11,F201-9A2F
P-0470,T-004,Valorant,Equipe,DEF4-6E97,4552-9326,3,13,4552-9326
P-0471,T-004,Valorant,Equipe,6FAA-365B,29AF-A8E4,3,13,29AF-A8E4
P-0472,T-004,Valorant,Equipe,138E-AE58,788E-6633,4,13,788E-6633
P-0473,T-004,Valorant,Equipe,B408-E68A,F201-9A2F,7,13,F201-9A2F
P-0474,T-004,Valorant,Equipe,66F6-9AD1,29AF-A8E4,2,13,29AF-A8E4
P-0475,T-004,Valorant,Equipe,0108-602F,4552-9326,13,10,0108-602F
P-0476,T-004,Valorant,Equipe,66F6-9AD1,CE84-8264,0,13,CE84-8264
P-0477,T-004,Valorant,Equipe,3EAB-7C6D,4552-9326,13,2,3EAB-7C6D
P-0478,T-004,Valorant,Equipe,B408-E68A,EE85-9FE4,6,13,EE85-9FE4
P-0479,T-004,Volei,Equipe,C2B6-02FE,EE85-9FE4,3,0,C2B6-02FE
P-0480,T-004,Volei,Equipe,B408-E68A,CE84-8264,0,3,CE84-8264
P-0481,T-004,Volei,Equipe,29AF-A8E4,138E-AE58,0,3,138E-AE58
P-0482,T-004,Volei,Equipe,3EAB-7C6D,6FAA-365B,2,3,6FAA-365B
P-0483,T-004,Volei,Equipe,DEF4-6E97,3EAB-7C6D,0,3,3EAB-7C6D
P-0484,T-004,Volei,Equipe,6FAA-365B,C2B6-02FE,1,3,C2B6-02FE
P-0485,T-004,Volei,Equipe,F201-9A2F,56CE-16D6,0,3,56CE-16D6
P-0486,T-004,Volei,Equipe,CE84-8264,6FAA-365B,2,3,6FAA-365B
P-0487,T-004,Volei,Equipe,66F6-9AD1,138E-AE58,2,3,138E-AE58
P-0488,T-004,Volei,Equipe,CE84-8264,3EAB-7C6D,3,2,CE84-8264
P-0489,T-004,Volei,Equipe,0108-602F,29AF-A8E4,0,3,29AF-A8E4
P-0490,T-004,Volei,Equipe,138E-AE58,EE85-9FE4,3,2,138E-AE58
P-0491,T-004,Volei,Equipe,C2B6-02FE,56CE-16D6,3,1,C2B6-02FE
P-0492,T-004,Volei,Equipe,29AF-A8E4,0108-602F,3,1,29AF-A8E4
P-0493,T-004,Volei,Equipe,0108-602F,138E-AE58,3,1,0108-602F
P-0494,T-004,Volei,Equipe,56CE-16D6,29AF-A8E4,3,1,56CE-16D6
P-0495,T-004,Volei,Equipe,CE84-8264,EE85-9FE4,0,3,EE85-9FE4
P-0496,T-004,Volei,Equipe,CE84-8264,56CE-16D6,3,0,CE84-8264
P-0497,T-004,Volei,Equipe,138E-AE58,6FAA-365B,0,3,6FAA-365B
P-0498,T-004,Volei,Equipe,138E-AE58,3EAB-7C6D,2,3,3EAB-7C6D
P-0499,T-005,Tênis,Dupla,3EAB-7C6D,CE84-8264,1,2,CE84-8264
P-0500,T-005,Tênis,Dupla,EE85-9FE4,3EAB-7C6D,0,2,3EAB-7C6D
P-0501,T-005,Tênis,Dupla,B408-E68A,C2B6-02FE,0,2,C2B6-02FE
P-0502,T-005,Tênis,Dupla,138E-AE58,B408-E68A,0,2,B408-E68A
P-0503,T-005,Tênis,Dupla,138E-AE58,F201-9A2F,1,2,F201-9A2F
P-0504,T-005,Tênis,Dupla,B408-E68A,56CE-16D6,2,1,B408-E68A
P-0505,T-005,Tênis,Dupla,EE85-9FE4,0108-602F,0,2,0108-602F
P-0506,T-005,Tênis,Dupla,4552-9326,66F6-9AD1,1,2,66F6-9AD1
P-0507,T-005,Tênis,Dupla,56CE-16D6,6FAA-365B,2,0,56CE-16D6
P-0508,T-005,Tênis,Dupla,6FAA-365B,F201-9A2F,2,0,6FAA-365B
P-0509,T-005,Tênis,Dupla,0108-602F,F201-9A2F,1,2,F201-9A2F
P-0510,T-005,Tênis,Dupla,3EAB-7C6D,B408-E68A,2,1,3EAB-7C6D
P-0511,T-005,Tênis,Dupla,788E-6633,4552-9326,2,0,788E-6633
P-0512,T-005,Tênis,Dupla,138E-AE58,66F6-9AD1,2,0,138E-AE58
P-0513,T-005,Tênis,Dupla,C2B6-02FE,F201-9A2F,1,2,F201-9A2F
P-0514,T-005,Tênis,Dupla,138E-AE58,F201-9A2F,2,1,138E-AE58
P-0515,T-005,Tênis,Dupla,138E-AE58,0108-602F,2,1,138E-AE58
P-0516,T-005,Tênis,Dupla,DEF4-6E97,C2B6-02FE,1,2,C2B6-02FE
P-0517,T-005,Tênis,Dupla,C2B6-02FE,29AF-A8E4,2,1,C2B6-02FE
P-0518,T-005,Tênis,Dupla,F201-9A2F,138E-AE58,1,2,138E-AE58
P-0519,T-005,Street Fighter,Individual,2CE4-93C5-3DD2,D5F3-D96F-8472,2,0,2CE4-93C5-3DD2
P-0520,T-005,Street Fighter,Individual,42C0-EE75-B626,48FB-FDD9-ACDB,1,2,48FB-FDD9-ACDB
P-0521,T-005,Street Fighter,Individual,9314-0DD0-1B84,E42C-92FD-D243,1,2,E42C-92FD-D243
P-0522,T-005,Street Fighter,Individual,E464-C1BF-C187,D5F3-D96F-8472,1,2,D5F3-D96F-8472
P-0523,T-005,Street Fighter,Individual,FC47-0E10-3879,2742-B2C0-0B51,1,2,2742-B2C0-0B51
P-0524,T-005,Street Fighter,Individual,F330-8EE7-04D3,2A0D-4DFD-6924,0,2,2A0D-4DFD-6924
P-0525,T-005,Street Fighter,Individual,42ED-A79C-FFE6,100F-A893-FE6B,0,2,100F-A893-FE6B
P-0526,T-005,Street Fighter,Individual,E42C-92FD-D243,E464-C1BF-C187,1,2,E464-C1BF-C187
P-0527,T-005,Street Fighter,Individual,42ED-A79C-FFE6,1D36-EEED-C2A4,0,2,1D36-EEED-C2A4
P-0528,T-005,Street Fighter,Individual,42ED-A79C-FFE6,1253-BF8A-5B80,2,1,42ED-A79C-FFE6
P-0529,T-005,Street Fighter,Individual,31C6-0A25-5B67,FE45-3C20-4A77,0,2,FE45-3C20-4A77
P-0530,T-005,Street Fighter,Individual,FEC8-D4A3-7A1D,48FB-FDD9-ACDB,0,2,48FB-FDD9-ACDB
P-0531,T-005,Street Fighter,Individual,4FAD-811C-F33C,6C47-7D1C-4074,1,2,6C47-7D1C-4074
P-0532,T-005,Street Fighter,Individual,4FAD-811C-F33C,E42C-92FD-D243,0,2,E42C-92FD-D243
P-0533,T-005,Street Fighter,Individual,1B52-79CA-5552,100F-A893-FE6B,2,0,1B52-79CA-5552
P-0534,T-005,Street Fighter,Individual,F57F-5CFD-B75C,E793-31D0-0655,0,2,E793-31D0-0655
P-0535,T-005,Street Fighter,Individual,E42C-92FD-D243,2CE4-93C5-3DD2,2,1,E42C-92FD-D243
P-0536,T-005,Street Fighter,Individual,42ED-A79C-FFE6,31C6-0A25-5B67,2,1,42ED-A79C-FFE6
P-0537,T-005,Street Fighter,Individual,84B9-7C81-A0A8,CA70-EDCF-B6F9,0,2,CA70-EDCF-B6F9
P-0538,T-005,Street Fighter,Individual,F330-8EE7-04D3,BA75-6D20-B987,1,2,BA75-6D20-B987
P-0539,T-005,Valorant,Equipe,138E-AE58,4552-9326,8,13,4552-9326
P-0540,T-005,Valorant,Equipe,DEF4-6E97,788E-6633,13,3,DEF4-6E97
P-0541,T-005,Valorant,Equipe,B408-E68A,DEF4-6E97,8,13,DEF4-6E97
P-0542,T-005,Valorant,Equipe,788E-6633,EE85-9FE4,13,3,788E-6633
P-0543,T-005,Valorant,Equipe,138E-AE58,DEF4-6E97,9,13,DEF4-6E97
P-0544,T-005,Valorant,Equipe,CE84-8264,788E-6633,8,13,788E-6633
P-0545,T-005,Valorant,Equipe,3EAB-7C6D,B408-E68A,13,11,3EAB-7C6D
P-0546,T-005,Valorant,Equipe,3EAB-7C6D,B408-E68A,13,1,3EAB-7C6D
P-0547,T-005,Valorant,Equipe,C2B6-02FE,4552-9326,13,0,C2B6-02FE
P-0548,T-005,Valorant,Equipe,6FAA-365B,56CE-16D6,13,1,6FAA-365B
P-0549,T-005,Valorant,Equipe,DEF4-6E97,29AF-A8E4,13,8,DEF4-6E97
P-0550,T-005,Valorant,Equipe,56CE-16D6,EE85-9FE4,13,2,56CE-16D6
P-0551,T-005,Valorant,Equipe,F201-9A2F,C2B6-02FE,3,13,C2B6-02FE
P-0552,T-005,Valorant,Equipe,4552-9326,66F6-9AD1,5,13,66F6-9AD1
P-0553,T-005,Valorant,Equipe,56CE-16D6,66F6-9AD1,13,0,56CE-16D6
P-0554,T-005,Valorant,Equipe,0108-602F,DEF4-6E97,13,8,0108-602F
P-0555,T-005,Valorant,Equipe,4552-9326,788E-6633,13,8,4552-9326
P-0556,T-005,Valorant,Equipe,3EAB-7C6D,DEF4-6E97,13,0,3EAB-7C6D
P-0557,T-005,Valorant,Equipe,EE85-9FE4,DEF4-6E97,1,13,DEF4-6E97
P-0558,T-005,Valorant,Equipe,6FAA-365B,F201-9A2F,10,13,F201-9A2F
P-0559,T-006,Street Fighter,Individual,F57F-5CFD-B75C,6283-12E1-B26E,1,2,6283-12E1-B26E
P-0560,T-006,Street Fighter,Individual,9314-0DD0-1B84,E541-EF0D-8204,1,2,E541-EF0D-8204
P-0561,T-006,Street Fighter,Individual,D5F3-D96F-8472,31C6-0A25-5B67,0,2,31C6-0A25-5B67
P-0562,T-006,Street Fighter,Individual,E541-EF0D-8204,D5F3-D96F-8472,0,2,D5F3-D96F-8472
P-0563,T-006,Street Fighter,Individual,B23E-3698-FB5C,FC47-0E10-3879,0,2,FC47-0E10-3879
